"決算発表予定日
Scheduled Dates for Earnings Announcements","コード
Code",会社名,Issue Name,"決算期末
Fiscal Year-end",業種名,Industry,種別,Fiscal Year/Quarter,市場区分,Market Segment
2025-11-13 00:00:00,5290,ベルテクスコーポレーション,Vertex Corporation,2026-03-31 00:00:00,ガラス・土石製品,Glass & Ceramics Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5304,ＳＥＣカーボン,"SEC CARBON,LIMITED",2026-03-31 00:00:00,ガラス・土石製品,Glass & Ceramics Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5368,日本インシュレーション,"JAPAN INSULATION CO.,LTD.",2026-03-31 00:00:00,ガラス・土石製品,Glass & Ceramics Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5658,日亜鋼業,"NICHIA STEEL WORKS,LTD.",2026-03-31 00:00:00,鉄鋼,Iron & Steel,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5702,大紀アルミニウム工業所,"DAIKI ALUMINIUM INDUSTRY CO.,LTD.",2026-03-31 00:00:00,非鉄金属,Nonferrous Metals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,5707,東邦亜鉛,"Toho Zinc Co.,Ltd.",2026-03-31 00:00:00,非鉄金属,Nonferrous Metals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,5858,ＳＴＧ,"STG CO.,LTD.",2026-03-31 00:00:00,非鉄金属,Nonferrous Metals,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5892,ｙｕｔｏｒｉ,"yutori,Inc.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5915,駒井ハルテック,KOMAIHALTEC Inc.,2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5922,那須電機鉄工,"NASU DENKI-TEKKO CO.,LTD.",2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5970,ジーテクト,G-TEKT CORPORATION,2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,5983,イワブチ,IWABUCHI CORPORATION,2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5986,モリテック　スチール,"MOLITEC STEEL CO.,LTD.",2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6005,三浦工業,"MIURA CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6016,ジャパンエンジンコーポレーション,Japan Engine Corporation,2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6033,エクストリーム,"EXTREME CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6039,日本動物高度医療センター,"Japan Animal Referral Medical Center Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6072,地盤ネットホールディングス,"Jibannet Holdings Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6101,ツガミ,TSUGAMI CORPORATION,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6113,アマダ,"AMADA CO.,LTD. ",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6189,グローバルキッズＣＯＭＰＡＮＹ,Global Kids Company Corp.,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,6193,バーチャレクス・ホールディングス,"Virtualex Holdings,Inc.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6194,アトラエ,"Atrae,Inc.",2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,6218,エンシュウ,ENSHU Limited,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6238,フリュー,FURYU CORPORATION,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6273,ＳＭＣ,SMC CORPORATION,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6294,オカダアイヨン,OKADA AIYON CORPORATION,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6298,ワイエイシイホールディングス,"Y.A.C.HOLDINGS CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6330,東洋エンジニアリング,TOYO ENGINEERING CORPORATION,2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6334,明治機械,"Meiji Machine Co.,Ltd.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6346,キクカワエンタープライズ,"KIKUKAWA ENTERPRISE,INC.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6357,三精テクノロジーズ,"Sansei Technologies,Inc.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6358,酒井重工業,"SAKAI HEAVY INDUSTRIES,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6369,トーヨーカネツ,TOYO KANETSU K.K.,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6373,大同工業,"DAIDO KOGYO CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6379,レイズネクスト,RAIZNEXT Corporation,2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6390,加藤製作所,"KATO WORKS CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6392,ヤマダコーポレーション,YAMADA CORPORATION,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6396,宇野澤組鐵工所,"Unozawa-gumi Iron Works,Limited",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6412,平和,Heiwa Corporation,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6420,ガリレイ,GALILEI CO.LTD.,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6428,オーイズミ,OIZUMI Corporation,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6458,新晃工業,SINKO INDUSTRIES LTD.,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6463,ＴＰＲ,"TPR CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6490,ＰＩＬＬＡＲ,PILLAR Corporation,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6517,デンヨー,"Denyo Co.,Ltd.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6538,ディスラプターズ,Disruptors Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6539,ＭＳ－Ｊａｐａｎ,"MATCHING SERVICE JAPAN CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6544,ジャパンエレベーターサービスホールディングス,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6574,コンヴァノ,Convano Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6579,ログリー,"logly,Inc.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6599,エブレン,"EBRAINS,INC.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6613,ＱＤレーザ,"QD Laser,Inc.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,6626,ＳＥＭＩＴＥＣ,SEMITEC Corporation,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6637,寺崎電気産業,"TERASAKI ELECTRIC CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6675,サクサ,"SAXA,Inc.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6740,ジャパンディスプレイ,Japan Display Inc.,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6750,エレコム,"ELECOM CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6771,池上通信機,"IKEGAMI TSUSHINKI CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6786,ＲＶＨ,RVH Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6819,伊豆シャボテンリゾート,"Izu Shaboten Resort Co.,Ltd",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6834,精工技研,"SEIKOH GIKEN Co.,Ltd.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6859,エスペック,ESPEC CORP.,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,6863,ニレコ,NIRECO CORPORATION,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6918,アバールデータ,AVAL DATA CORPORATION,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6926,岡谷電機産業,"OKAYA ELECTRIC INDUSTRIES CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6930,日本アンテナ,"NIPPON ANTENNA CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6969,松尾電機,"MATSUO ELECTRIC CO.,LTD.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,6998,日本タングステン,"Nippon Tungsten Co.,Ltd.",2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7021,ニッチツ,"NITCHITSU CO.,LTD.",2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7030,スプリックス,SPRIX Inc.,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,7047,ポート,PORT INC.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,7060,ギークス,geechs inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7066,ピアズ,"Peers Co.,Ltd.",2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,7090,リグア,Ligua Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,7120,ＳＨＩＮＫＯ,SHINKO Inc.,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7122,近畿車輛,"THE KINKI SHARYO CO.,LTD.",2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7127,一家ホールディングス,"Ikka Holdings Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7138,ＴＯＲＩＣＯ,"TORICO Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,7157,ライフネット生命保険,LIFENET INSURANCE COMPANY,2026-03-31 00:00:00,保険業,Insurance,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7186,横浜フィナンシャルグループ,"Yokohama Financial Group,Inc.",2026-03-31 00:00:00,銀行業,Banks,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7213,レシップホールディングス,LECIP HOLDINGS CORPORATION,2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7235,東京ラヂエーター製造,"TOKYO RADIATOR MFG.CO.,LTD.",2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7245,大同メタル工業,"DAIDO METAL CO.,LTD.",2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7255,桜井製作所,SAKURAI LTD.,2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7277,ＴＢＫ,"TBK Co.,Ltd.",2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7284,盟和産業,"MEIWA INDUSTRY CO.,LTD.",2026-03-31 00:00:00,輸送用機器,Transportation Equipment,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7343,ブロードマインド,"Broad-Minded Co.,Ltd.",2026-03-31 00:00:00,保険業,Insurance,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,7356,Ｒｅｔｔｙ,Retty Inc.,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,7368,表示灯,"HYOJITO Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7380,十六フィナンシャルグループ,"Juroku Financial Group,Inc.",2026-03-31 00:00:00,銀行業,Banks,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7539,アイナボホールディングス,"AINAVO HOLDINGS Co.,Ltd.",2025-09-30 00:00:00,卸売業,Wholesale Trade,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,7552,ハピネット,HAPPINET CORPORATION,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7567,栄電子,SAKAE ELECTRONICS CORPORATION,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7571,ヤマノホールディングス,YAMANO HOLDINGS CORPORATION,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7670,オーウエル,O-WELL CORPORATION,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7686,ひとまいる,"HitoMile Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7698,アイスコ,Iceco Inc.,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7709,クボテック,KUBOTEK CORPORATION,2026-03-31 00:00:00,精密機器,Precision Instruments,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7726,黒田精工,KURODA PRECISION INDUSTRIES LTD.,2026-03-31 00:00:00,機械,Machinery,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7779,ＣＹＢＥＲＤＹＮＥ,"CYBERDYNE,INC.",2026-03-31 00:00:00,精密機器,Precision Instruments,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,7851,カワセコンピュータサプライ,"KAWASE COMPUTER SUPPLIES CO.,LTD.",2026-03-31 00:00:00,その他製品,Other Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7860,エイベックス,Avex Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7875,竹田ｉＰホールディングス,"TAKEDA iP HOLDINGS CO.,LTD.",2026-03-31 00:00:00,その他製品,Other Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7911,ＴＯＰＰＡＮホールディングス,TOPPAN Holdings Inc.,2026-03-31 00:00:00,その他製品,Other Products,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7925,前澤化成工業,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,7927,ムトー精工,MUTO SEIKO CO.,2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,7953,菊水化学工業,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",2026-03-31 00:00:00,その他製品,Other Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8030,中央魚類,"Chuo Gyorui Co.,Ltd.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8037,カメイ,KAMEI CORPORATION,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8043,スターゼン,Starzen Company Limited,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8089,ナイス,Nice Corporation,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8117,中央自動車工業,CENTRAL AUTOMOTIVE PRODUCTS LTD.,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8118,キング,"KING Co.,Ltd.",2026-03-31 00:00:00,繊維製品,Textiles & Apparels,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8123,川辺,"T.KAWABE & CO.,LTD.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8135,ゼット,ZETT CORPORATION,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8304,あおぞら銀行,"Aozora Bank,Ltd.",2026-03-31 00:00:00,銀行業,Banks,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8358,スルガ銀行,Suruga Bank Ltd.,2026-03-31 00:00:00,銀行業,Banks,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8381,山陰合同銀行,"The San-in Godo Bank,Ltd.",2026-03-31 00:00:00,銀行業,Banks,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8511,日本証券金融,"Japan Securities Finance Co.,Ltd.",2026-03-31 00:00:00,その他金融業,Other Financing Business,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8769,アドバンテッジリスクマネジメント,"Advantage Risk Management Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8876,リログループ,"Relo Group,Inc.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,8995,誠建設工業,"Makoto Construction CO,Ltd",2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,8999,グランディハウス,Grandy House Corporation,2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9007,小田急電鉄,"Odakyu Electric Railway Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9012,秩父鉄道,"Chichibu Railway Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9024,西武ホールディングス,SEIBU HOLDINGS INC.,2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9031,西日本鉄道,"Nishi-Nippon Railroad Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9052,山陽電気鉄道,"Sanyo Electric Railway Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9069,センコーグループホールディングス,"SENKO Group Holdings Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9073,京極運輸商事,"Kyogoku unyu shoji Co.,Ltd.",2026-03-31 00:00:00,陸運業,Land Transportation,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9204,スカイマーク,Skymark Airlines Inc.,2026-03-31 00:00:00,空運業,Air Transportation,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,9227,マイクロ波化学,"Microwave Chemical Co.,Ltd.",2026-06-30 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,9327,イー・ロジット,"e-LogiT co.,ltd.",2026-03-31 00:00:00,倉庫・運輸関連業,Warehousing & Harbor Transportation Service,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9341,ＧＥＮＯＶＡ,"GENOVA,Inc.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9342,スマサポ,Sumasapo Inc.,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,9363,大運,"DAIUN CO.,LTD.",2026-03-31 00:00:00,倉庫・運輸関連業,Warehousing & Harbor Transportation Service,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9364,上組,"Kamigumi Co.,Ltd.",2026-03-31 00:00:00,倉庫・運輸関連業,Warehousing & Harbor Transportation Service,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9408,ＢＳＮメディアホールディングス,"BSN MEDIA HOLDINGS,INC.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9423,フォーバル・リアルストレート,Forval RealStraight Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9428,クロップス,CROPS CORPORATION,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9446,サカイホールディングス,"SAKAI Holdings CO.,LTD",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,9467,アルファポリス,"AlphaPolis Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,9564,ＦＣＥ,FCE Inc.,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,9625,セレスポ,"CERESPO CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9761,東海リース,"TOKAI LEASE CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9767,日建工学,"NIKKEN KOGAKU CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9769,学究社,"GAKKYUSHA CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9791,ビケンテクノ,BIKEN TECHNO CORPORATION,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9843,ニトリホールディングス,"Nitori Holdings Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9900,サガミホールディングス,Sagami Holdings Corporation,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,9904,ベリテ,"Verite Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9906,藤井産業,Fujii Sangyo Corporation,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9980,ＭＲＫホールディングス,MRK HOLDINGS INC.,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,9987,スズケン,"SUZUKEN CO.,LTD.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,プライム,Prime
