"決算発表予定日
Scheduled Dates for Earnings Announcements","コード
Code",会社名,Issue Name,"決算期末
Fiscal Year-end",業種名,Industry,種別,Fiscal Year/Quarter,市場区分,Market Segment
2025-11-13 00:00:00,1904,大成温調,"TAISEI ONCHO CO.,LTD.",2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,1914,日本基礎技術,"JAPAN FOUNDATION ENGINEERING CO.,LTD.",2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,1925,大和ハウス工業,"DAIWA HOUSE INDUSTRY CO.,LTD.",2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,1952,新日本空調,"Shin Nippon Air Technologies Co.,Ltd.",2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,1975,朝日工業社,"ASAHI KOGYOSHA CO.,LTD.",2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2146,ＵＴグループ,"UT Group Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2179,成学社,"SEIGAKUSHA CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,Faber Company Inc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,2269,明治ホールディングス,"Meiji Holdings Co.,Ltd.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2291,福留ハム,"FUKUTOME MEAT PACKERS,LTD.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2323,ｆｏｎｆｕｎ,fonfun corporation,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2370,メディネット,"MEDINET Co.,Ltd.",2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,2433,博報堂ＤＹホールディングス,HAKUHODO DY HOLDINGS INCORPORATED,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2435,シダー,"CEDAR.Co.,Ltd",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2485,ティア,TEAR Corporation,2025-09-30 00:00:00,サービス業,Services,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,250A,シマダヤ,Shimadaya Corporation,2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2585,ライフドリンク　カンパニー,"LIFEDRINK COMPANY,INC.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2586,フルッタフルッタ,FRUTA FRUTA INC.,2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,269A,Ｓａｐｅｅｔ,Sapeet Inc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,2708,久世,"KUZE CO.,LTD.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2780,コメ兵ホールディングス,"Komehyo Holdings Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2795,日本プリメックス,NIPPON PRIMEX INC.,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2831,はごろもフーズ,HAGOROMO FOODS CORPORATION,2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,285A,キオクシアホールディングス,Kioxia Holdings Corporation,2026-03-31 00:00:00,電気機器,Electronic Appliances,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2874,横浜冷凍,"YOKOREI CO.,LTD.",2025-09-30 00:00:00,卸売業,Wholesale Trade,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,2877,日東ベスト,NittoBest Corporation,2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,287A,黒田グループ,"Kuroda Group Co.,Ltd.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,288A,ラクサス・テクノロジーズ,Laxus Technologies Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,2894,石井食品,"Ishii Food Co.,Ltd.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2917,大森屋,"OHMORIYA Co.,LTD.",2025-09-30 00:00:00,食料品,Foods,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,291A,リスキル,Reskill Corp.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,2924,イフジ産業,"Ifuji Sangyo Co.,Ltd.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,2933,紀文食品,KIBUN FOODS INC.,2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,2961,日本調理機,NITCHO CORPORATION,2025-09-30 00:00:00,金属製品,Metal Products,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,2993,長栄,Choei Inc.,2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,300A,ＭＩＣ,"MIC Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3010,ポラリス・ホールディングス,"Polaris Holdings Co.,Ltd.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3023,ラサ商事,Rasa Corporation,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3088,マツキヨココカラ＆カンパニー,MatsukiyoCocokara & Co.,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3099,三越伊勢丹ホールディングス,Isetan Mitsukoshi Holdings Ltd.,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,UNIVA Oak Holdings Limited,2026-03-31 00:00:00,証券、商品先物取引業,Securities & Commodity Futures,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3156,レスター,Restar Corporation,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3178,チムニー,"CHIMNEY CO.,LTD.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3182,オイシックス・ラ・大地,Oisix ra daichi Inc.,2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3185,夢展望,"DREAM VISION CO.,LTD.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3232,三重交通グループホールディングス,"Mie Kotsu Group Holdings,Inc.",2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3306,日本製麻,"THE NIHON SEIMA CO.,LTD.",2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3323,レカム,"RECOMM CO.,LTD.",2025-09-30 00:00:00,卸売業,Wholesale Trade,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,332A,ミーク,MEEQ Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,336A,ダイナミックマッププラットフォーム,"Dynamic Map Platform Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3395,サンマルクホールディングス,"Saint Marc Holdings Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,341A,トヨコー,TOYOKOH Inc.,2026-03-31 00:00:00,建設業,Construction,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3434,アルファ,ALPHA Corporation,2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3437,特殊電極,"TOKUDEN CO.,LTD.",2026-03-31 00:00:00,金属製品,Metal Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,343A,ＩＡＣＥトラベル,IACE TRAVEL Corporation.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3465,ケイアイスター不動産,"KI-STAR REAL ESTATE CO.,LTD",2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3477,フォーライフ,"FORLIFE Co.,Ltd.",2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3484,イノベーションホールディングス,"Innovation Holdings CO.,LTD.",2026-03-31 00:00:00,不動産業,Real Estate,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3494,マリオン,"Mullion Co.,Ltd.",2025-09-30 00:00:00,不動産業,Real Estate,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,3496,アズーム,"AZOOM CO.,LTD",2025-09-30 00:00:00,不動産業,Real Estate,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,3521,テルマー湯ホールディングス,"THERMAE-YU HOLDINGS CO.,LTD.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3551,ダイニック,DYNIC CORPORATION,2026-03-31 00:00:00,繊維製品,Textiles & Apparels,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3559,ピーバンドットコム,p-ban.com Corp.,2026-03-31 00:00:00,卸売業,Wholesale Trade,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3561,力の源ホールディングス,"CHIKARANOMOTO HOLDINGS Co.,Ltd.",2026-03-31 00:00:00,小売業,Retail Trade,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3569,セーレン,"SEIREN CO.,LTD.",2026-03-31 00:00:00,繊維製品,Textiles & Apparels,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3600,フジックス,FUJIX Ltd.,2026-03-31 00:00:00,繊維製品,Textiles & Apparels,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3611,マツオカコーポレーション,MATSUOKA CORPORATION,2026-03-31 00:00:00,繊維製品,Textiles & Apparels,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3624,アクセルマーク,AXEL MARK INC.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,3646,駅探,"Ekitan & Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3672,オルトプラス,AltPlusInc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,368A,北里コーポレーション,Kitazato Corporation,2026-03-31 00:00:00,精密機器,Precision Instruments,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3692,ＦＦＲＩセキュリティ,"FFRI Security,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3708,特種東海製紙,"Tokushu Tokai Paper Co.,Ltd.",2026-03-31 00:00:00,パルプ・紙,Pulp & Paper,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3710,ジョルダン,"Jorudan Co.,Ltd.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,3769,ＧＭＯペイメントゲートウェイ,"GMO Payment Gateway,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,3779,ジェイ・エスコムホールディングス,"J ESCOM HOLDINGS,INC.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3803,イメージ情報開発,Image Information Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,3840,パス,PATH Corporation,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3864,三菱製紙,Mitsubishi Paper Mills Limited,2026-03-31 00:00:00,パルプ・紙,Pulp & Paper,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3877,中越パルプ工業,"Chuetsu Pulp & Paper Co.,Ltd.",2026-03-31 00:00:00,パルプ・紙,Pulp & Paper,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3918,ＰＣＩホールディングス,"PCI Holdings,INC.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3920,アイビーシー,"Internetworking and Broadband Consulting Co.,Ltd.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,3924,ランドコンピュータ,"R&D COMPUTER CO.,LTD.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3925,ダブルスタンダード,Double Standard Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3939,カナミックネットワーク,"Kanamic Network Co.,LTD",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,3953,大村紙業,"OHMURA SHIGYO CO.,LTD.",2026-03-31 00:00:00,パルプ・紙,Pulp & Paper,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,3962,チェンジホールディングス,"CHANGE Holdings,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3963,シンクロ・フード,"Synchro Food Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,3965,キャピタル・アセット・プランニング,"Capital Asset Planning,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,PKSHA Technology Inc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,4022,ラサ工業,"Rasa Industries,Ltd.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4041,日本曹達,"Nippon Soda Co.,Ltd.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4051,ＧＭＯフィナンシャルゲート,"GMO Financial Gate,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,プライム,Prime
2025-11-13 00:00:00,4059,まぐまぐ,"Magmag,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,4069,ＢｌｕｅＭｅｍｅ,BlueMeme Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4082,第一稀元素化学工業,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4109,ステラ　ケミファ,STELLA CHEMIFA CORPORATION,2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4193,ファブリカホールディングス,"Fabrica Holdings Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4196,ネオマーケティング,NEO MARKETING Inc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,4222,児玉化学工業,"KODAMA CHEMICAL INDUSTRY CO.,LTD.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4243,ニックス,"NIX,INC.",2025-09-30 00:00:00,化学,Chemicals,本決算,Fiscal year,スタンダード,Standard
2025-11-13 00:00:00,4247,ポバール興業,"POVAL KOGYO CO.,LTD.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4249,森六,"MORIROKU COMPANY,LTD.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4256,サインド,"CYND Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4288,アズジェント,"Asgent,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4333,東邦システムサイエンス,"TOHO SYSTEM SCIENCE CO.,LTD.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4337,ぴあ,PIA CORPORATION,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4344,ソースネクスト,SOURCENEXT CORPORATION,2025-12-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4386,ＳＩＧグループ,"SIG Group Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4406,新日本理化,"New Japan Chemical Co.,Ltd.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4414,フレクト,"FLECT Co.,Ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4416,Ｔｒｕｅ　Ｄａｔａ,True Data Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4424,Ａｍａｚｉａ,"Amazia,inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,4425,Ｋｕｄａｎ,Kudan Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4427,ＥｄｕＬａｂ,"EduLab,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,4437,ｇｏｏｄｄａｙｓホールディングス,"gooddays holdings,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4444,インフォネット,infoNet inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4447,ピー・ビーシステムズ,"PBsystems,Inc.",2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,4484,ランサーズ,"LANCERS,INC.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4488,ＡＩ　ｉｎｓｉｄｅ,AI inside Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4526,理研ビタミン,"RIKEN VITAMIN CO.,LTD.",2026-03-31 00:00:00,食料品,Foods,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4527,ロート製薬,"ROHTO PHARMACEUTICAL CO.,LTD.",2026-03-31 00:00:00,医薬品,Pharmaceutical,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4570,免疫生物研究所,"Immuno-Biological Laboratories Co.,Ltd.",2026-03-31 00:00:00,医薬品,Pharmaceutical,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4584,キッズウェル・バイオ,Kidswell Bio Corporation,2026-03-31 00:00:00,医薬品,Pharmaceutical,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4620,藤倉化成,"FUJIKURA KASEI CO.,LTD.",2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4650,ＳＤエンターテイメント,"SD ENTERTAINMENT,Inc.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4681,リゾートトラスト,"RESORTTRUST,INC.",2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4743,アイティフォー,ITFOR Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4819,デジタルガレージ,"Digital Garage,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,SPACE SHOWER SKIYAKI HOLDINGS INC.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,4849,エン,en Inc.,2026-03-31 00:00:00,サービス業,Services,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4888,ステラファーマ,STELLA PHARMA CORPORATION,2026-03-31 00:00:00,医薬品,Pharmaceutical,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4894,クオリプス,Cuorips Inc.,2026-03-31 00:00:00,医薬品,Pharmaceutical,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,4914,高砂香料工業,TAKASAGO INTERNATIONAL CORPORATION,2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,プライム,Prime
2025-11-13 00:00:00,4937,Ｗａｑｏｏ,Waqoo Inc.,2025-09-30 00:00:00,化学,Chemicals,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,4978,リプロセル,ReproCELL Incorporated,2026-03-31 00:00:00,化学,Chemicals,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5029,サークレイス,circlace Inc,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5137,スマートドライブ,SmartDrive inc.,2025-09-30 00:00:00,情報・通信業,Information & Communication,本決算,Fiscal year,グロース,Growth
2025-11-13 00:00:00,5138,Ｒｅｂａｓｅ,"Rebase,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5161,西川ゴム工業,"NISHIKAWA RUBBER CO.,LTD.",2026-03-31 00:00:00,ゴム製品,Rubber Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5210,日本山村硝子,"Nihon Yamamura Glass Co.,Ltd.",2026-03-31 00:00:00,ガラス・土石製品,Glass & Ceramics Products,第２四半期,Second quarter,スタンダード,Standard
2025-11-13 00:00:00,5244,ｊｉｇ．ｊｐ,"jig.jp co.,ltd.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5247,ＢＴＭ,"BTM,Inc.",2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5258,トランザクション・メディア・ネットワークス,Transaction Media Networks Inc.,2026-03-31 00:00:00,情報・通信業,Information & Communication,第２四半期,Second quarter,グロース,Growth
2025-11-13 00:00:00,5285,ヤマックス,YAMAX Corp.,2026-03-31 00:00:00,ガラス・土石製品,Glass & Ceramics Products,第２四半期,Second quarter,スタンダード,Standard
